OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,UnitPrice,Quantity,Country,LineAmount
O00636,2025-11-04,C112,P008,Sneakers,Fashion,2528.78,3,Australia,7586.34
O00636,2025-11-04,C112,P021,Cricket Bat,Sports,1563.64,2,India,3127.28
O00636,2025-11-04,C112,P001,Smartphone,Electronics,19635.86,3,Canada,58907.58
O00637,2025-12-27,C150,P017,Pressure Cooker,Home & Kitchen,2210.95,3,Australia,6632.849999999999
O00637,2025-12-27,C150,P002,Laptop,Electronics,53090.16,2,Canada,106180.32
O00638,2025-07-18,C078,P016,Mixer Grinder,Home & Kitchen,3340.58,3,UK,10021.74
O00639,2025-05-08,C121,P021,Cricket Bat,Sports,1488.91,2,Canada,2977.82
O00639,2025-05-08,C121,P010,Formal Shirt,Fashion,1299.43,2,USA,2598.86
O00640,2025-05-26,C114,P024,Dumbbells 5kg,Sports,1203.85,3,Canada,3611.5499999999997
O00641,2025-03-22,C044,P021,Cricket Bat,Sports,1442.76,2,Australia,2885.52
O00641,2025-03-22,C044,P006,T-Shirt,Fashion,697.81,2,USA,1395.62
O00642,2025-04-04,C099,P020,Water Bottle,Home & Kitchen,267.64,3,UK,802.92
O00642,2025-04-04,C099,P016,Mixer Grinder,Home & Kitchen,3071.11,3,Canada,9213.33
O00642,2025-04-04,C099,P015,Tea 500g,Groceries,223.0,3,UK,669.0
O00643,2025-10-25,C052,P001,Smartphone,Electronics,18761.23,2,USA,37522.46
O00643,2025-10-25,C052,P022,Football,Sports,917.99,2,Canada,1835.98
O00644,2025-06-08,C197,P004,Bluetooth Speaker,Electronics,3733.01,2,USA,7466.02
O00644,2025-06-08,C197,P009,Jacket,Fashion,3176.39,1,India,3176.39
O00644,2025-06-08,C197,P005,Smartwatch,Electronics,7288.92,2,UK,14577.84
O00644,2025-06-08,C197,P007,Jeans,Fashion,1515.33,2,USA,3030.66
O00644,2025-06-08,C197,P001,Smartphone,Electronics,17109.58,1,UK,17109.58
O00645,2025-04-08,C069,P004,Bluetooth Speaker,Electronics,3459.77,3,Canada,10379.31
O00646,2025-03-14,C069,P018,Dinner Set,Home & Kitchen,3045.59,1,USA,3045.59
O00646,2025-03-14,C069,P011,Rice 5kg,Groceries,374.23,1,Canada,374.23
O00646,2025-03-14,C069,P019,Bedsheet,Home & Kitchen,953.16,1,India,953.16
O00646,2025-03-14,C069,P002,Laptop,Electronics,58294.3,2,India,116588.6
O00647,2025-09-14,C188,P015,Tea 500g,Groceries,216.76,1,India,216.76
O00647,2025-09-14,C188,P011,Rice 5kg,Groceries,377.93,3,Australia,1133.79
O00647,2025-09-14,C188,P010,Formal Shirt,Fashion,1213.44,3,India,3640.32
O00648,2025-05-25,C130,P022,Football,Sports,908.56,1,Australia,908.56
O00648,2025-05-25,C130,P013,Cooking Oil 1L,Groceries,167.47,2,USA,334.94
O00648,2025-05-25,C130,P011,Rice 5kg,Groceries,335.94,2,Canada,671.88
O00649,2025-11-24,C115,P018,Dinner Set,Home & Kitchen,2861.41,2,USA,5722.82
O00650,2025-07-27,C192,P013,Cooking Oil 1L,Groceries,175.6,3,Australia,526.8
O00650,2025-07-27,C192,P025,Badminton Racket,Sports,797.51,2,Australia,1595.02
O00650,2025-07-27,C192,P002,Laptop,Electronics,55075.95,3,Canada,165227.84999999998
O00650,2025-07-27,C192,P016,Mixer Grinder,Home & Kitchen,3189.41,3,Canada,9568.23
O00651,2025-06-30,C093,P013,Cooking Oil 1L,Groceries,163.52,3,USA,490.56000000000006
O00651,2025-06-30,C093,P007,Jeans,Fashion,1532.88,3,Australia,4598.64
O00651,2025-06-30,C093,P005,Smartwatch,Electronics,6937.73,1,USA,6937.73
O00652,2025-07-04,C110,P025,Badminton Racket,Sports,807.2,2,USA,1614.4
O00652,2025-07-04,C110,P011,Rice 5kg,Groceries,354.02,2,USA,708.04
O00653,2025-06-24,C071,P022,Football,Sports,989.12,2,Australia,1978.24
O00653,2025-06-24,C071,P021,Cricket Bat,Sports,1585.64,2,India,3171.28
O00653,2025-06-24,C071,P006,T-Shirt,Fashion,716.88,1,India,716.88
O00653,2025-06-24,C071,P013,Cooking Oil 1L,Groceries,165.11,3,USA,495.33000000000004
O00654,2025-05-14,C095,P018,Dinner Set,Home & Kitchen,3036.93,3,India,9110.789999999999
O00654,2025-05-14,C095,P022,Football,Sports,937.28,1,UK,937.28
O00655,2025-07-21,C163,P021,Cricket Bat,Sports,1536.97,1,Australia,1536.97
O00655,2025-07-21,C163,P016,Mixer Grinder,Home & Kitchen,3443.49,3,Canada,10330.47
O00655,2025-07-21,C163,P011,Rice 5kg,Groceries,351.55,2,Australia,703.1
O00655,2025-07-21,C163,P019,Bedsheet,Home & Kitchen,964.88,2,USA,1929.76
O00656,2025-01-25,C183,P020,Water Bottle,Home & Kitchen,260.3,1,USA,260.3
O00657,2025-02-08,C006,P004,Bluetooth Speaker,Electronics,3828.11,1,Canada,3828.11
O00657,2025-02-08,C006,P001,Smartphone,Electronics,17311.93,1,Canada,17311.93
O00657,2025-02-08,C006,P018,Dinner Set,Home & Kitchen,2805.98,3,UK,8417.94
O00658,2025-07-18,C085,P017,Pressure Cooker,Home & Kitchen,2264.62,1,Australia,2264.62
O00659,2025-06-02,C148,P019,Bedsheet,Home & Kitchen,879.66,1,Australia,879.66
O00659,2025-06-02,C148,P015,Tea 500g,Groceries,210.97,2,USA,421.94
O00660,2025-07-31,C029,P014,Sugar 1kg,Groceries,55.84,2,Canada,111.68
O00660,2025-07-31,C029,P019,Bedsheet,Home & Kitchen,959.47,3,UK,2878.41
O00661,2025-08-06,C200,P017,Pressure Cooker,Home & Kitchen,2310.61,2,UK,4621.22
O00661,2025-08-06,C200,P015,Tea 500g,Groceries,238.81,1,Canada,238.81
O00662,2025-08-24,C145,P023,Yoga Mat,Sports,711.11,1,USA,711.11
O00662,2025-08-24,C145,P024,Dumbbells 5kg,Sports,1181.58,3,India,3544.74
O00662,2025-08-24,C145,P021,Cricket Bat,Sports,1606.78,3,India,4820.34
O00662,2025-08-24,C145,P001,Smartphone,Electronics,18057.05,3,Australia,54171.149999999994
O00663,2025-08-12,C025,P002,Laptop,Electronics,54878.15,3,USA,164634.45
O00663,2025-08-12,C025,P009,Jacket,Fashion,2929.1,3,USA,8787.3
O00663,2025-08-12,C025,P010,Formal Shirt,Fashion,1162.18,2,USA,2324.36
O00664,2025-07-28,C106,P018,Dinner Set,Home & Kitchen,2994.44,3,UK,8983.32
O00664,2025-07-28,C106,P020,Water Bottle,Home & Kitchen,271.44,2,USA,542.88
O00665,2025-10-31,C140,P007,Jeans,Fashion,1476.24,1,USA,1476.24
O00665,2025-10-31,C140,P010,Formal Shirt,Fashion,1285.62,2,Australia,2571.24
O00665,2025-10-31,C140,P025,Badminton Racket,Sports,779.07,2,India,1558.14
O00666,2025-06-29,C022,P001,Smartphone,Electronics,17807.86,1,Australia,17807.86
O00666,2025-06-29,C022,P014,Sugar 1kg,Groceries,55.71,3,India,167.13
O00667,2025-09-07,C107,P019,Bedsheet,Home & Kitchen,900.48,2,Australia,1800.96
O00667,2025-09-07,C107,P008,Sneakers,Fashion,2716.14,2,USA,5432.28
O00667,2025-09-07,C107,P022,Football,Sports,871.25,1,Australia,871.25
O00667,2025-09-07,C107,P012,Wheat Flour 5kg,Groceries,348.87,1,Australia,348.87
O00668,2025-10-06,C180,P004,Bluetooth Speaker,Electronics,3524.85,2,USA,7049.7
O00668,2025-10-06,C180,P010,Formal Shirt,Fashion,1145.28,3,UK,3435.84
O00668,2025-10-06,C180,P025,Badminton Racket,Sports,841.01,1,Canada,841.01
O00668,2025-10-06,C180,P005,Smartwatch,Electronics,7572.98,2,India,15145.96
O00668,2025-10-06,C180,P022,Football,Sports,879.54,1,UK,879.54
O00669,2025-07-15,C166,P003,Headphones,Electronics,2386.69,3,Canada,7160.07
O00669,2025-07-15,C166,P025,Badminton Racket,Sports,803.08,1,Canada,803.08
O00669,2025-07-15,C166,P016,Mixer Grinder,Home & Kitchen,3077.32,2,India,6154.64
O00670,2025-09-12,C090,P014,Sugar 1kg,Groceries,53.65,2,UK,107.3
O00670,2025-09-12,C090,P004,Bluetooth Speaker,Electronics,3697.02,1,UK,3697.02
O00670,2025-09-12,C090,P006,T-Shirt,Fashion,696.1,3,UK,2088.3
O00670,2025-09-12,C090,P012,Wheat Flour 5kg,Groceries,337.84,3,USA,1013.52
O00671,2025-10-08,C116,P021,Cricket Bat,Sports,1491.5,1,UK,1491.5
O00671,2025-10-08,C116,P023,Yoga Mat,Sports,714.98,1,USA,714.98
O00671,2025-10-08,C116,P022,Football,Sports,951.56,3,Australia,2854.68
O00671,2025-10-08,C116,P007,Jeans,Fashion,1580.47,1,UK,1580.47
O00671,2025-10-08,C116,P018,Dinner Set,Home & Kitchen,3010.7,3,UK,9032.099999999999
O00672,2025-11-12,C142,P024,Dumbbells 5kg,Sports,1243.06,1,Canada,1243.06
O00672,2025-11-12,C142,P017,Pressure Cooker,Home & Kitchen,2383.4,1,Australia,2383.4
O00672,2025-11-12,C142,P023,Yoga Mat,Sports,736.86,1,Australia,736.86
O00672,2025-11-12,C142,P022,Football,Sports,888.05,3,USA,2664.1499999999996
O00673,2025-02-09,C163,P006,T-Shirt,Fashion,699.46,1,Canada,699.46
O00673,2025-02-09,C163,P013,Cooking Oil 1L,Groceries,168.36,3,Canada,505.08000000000004
O00673,2025-02-09,C163,P011,Rice 5kg,Groceries,356.16,3,UK,1068.48
O00673,2025-02-09,C163,P007,Jeans,Fashion,1478.95,1,Australia,1478.95
O00674,2025-11-16,C149,P017,Pressure Cooker,Home & Kitchen,2126.91,1,India,2126.91
O00674,2025-11-16,C149,P010,Formal Shirt,Fashion,1174.78,3,India,3524.34
O00674,2025-11-16,C149,P007,Jeans,Fashion,1616.77,1,USA,1616.77
O00674,2025-11-16,C149,P006,T-Shirt,Fashion,758.39,3,USA,2275.17
O00674,2025-11-16,C149,P014,Sugar 1kg,Groceries,53.04,2,UK,106.08
O00675,2025-01-31,C006,P020,Water Bottle,Home & Kitchen,239.07,3,Canada,717.21
O00676,2025-10-21,C104,P010,Formal Shirt,Fashion,1142.36,1,USA,1142.36
O00676,2025-10-21,C104,P011,Rice 5kg,Groceries,373.44,1,Australia,373.44
O00676,2025-10-21,C104,P001,Smartphone,Electronics,19101.89,1,Australia,19101.89
O00677,2025-03-09,C082,P005,Smartwatch,Electronics,6712.41,2,India,13424.82
O00678,2025-04-21,C143,P017,Pressure Cooker,Home & Kitchen,2360.39,2,India,4720.78
O00678,2025-04-21,C143,P013,Cooking Oil 1L,Groceries,159.69,1,India,159.69
O00678,2025-04-21,C143,P014,Sugar 1kg,Groceries,58.2,1,Canada,58.2
O00679,2025-09-06,C076,P025,Badminton Racket,Sports,854.16,1,Australia,854.16
O00679,2025-09-06,C076,P014,Sugar 1kg,Groceries,53.84,1,Canada,53.84
O00680,2025-06-05,C158,P015,Tea 500g,Groceries,240.55,1,India,240.55
O00681,2025-10-06,C139,P003,Headphones,Electronics,2397.86,3,UK,7193.58
O00681,2025-10-06,C139,P019,Bedsheet,Home & Kitchen,948.37,1,UK,948.37
O00682,2025-10-22,C110,P012,Wheat Flour 5kg,Groceries,336.09,3,UK,1008.27
O00682,2025-10-22,C110,P024,Dumbbells 5kg,Sports,1239.28,3,USA,3717.84
O00683,2025-02-21,C150,P016,Mixer Grinder,Home & Kitchen,3153.84,1,Australia,3153.84
O00683,2025-02-21,C150,P023,Yoga Mat,Sports,746.87,2,Australia,1493.74
O00683,2025-02-21,C150,P003,Headphones,Electronics,2471.36,1,UK,2471.36
O00684,2025-11-22,C143,P009,Jacket,Fashion,2863.62,1,Australia,2863.62
O00684,2025-11-22,C143,P024,Dumbbells 5kg,Sports,1283.52,1,UK,1283.52
O00684,2025-11-22,C143,P008,Sneakers,Fashion,2475.37,1,USA,2475.37
O00684,2025-11-22,C143,P010,Formal Shirt,Fashion,1279.0,3,Australia,3837.0
O00685,2025-03-11,C026,P019,Bedsheet,Home & Kitchen,896.29,1,Canada,896.29
O00685,2025-03-11,C026,P025,Badminton Racket,Sports,786.3,2,India,1572.6
O00685,2025-03-11,C026,P024,Dumbbells 5kg,Sports,1233.26,3,Canada,3699.7799999999997
O00686,2025-07-01,C166,P025,Badminton Racket,Sports,830.73,1,UK,830.73
O00686,2025-07-01,C166,P024,Dumbbells 5kg,Sports,1195.3,3,UK,3585.8999999999996
O00686,2025-07-01,C166,P015,Tea 500g,Groceries,229.4,3,Canada,688.2
O00687,2025-03-09,C130,P014,Sugar 1kg,Groceries,53.6,2,Canada,107.2
O00687,2025-03-09,C130,P011,Rice 5kg,Groceries,359.17,1,India,359.17
O00687,2025-03-09,C130,P013,Cooking Oil 1L,Groceries,163.15,1,USA,163.15
O00688,2025-03-27,C059,P014,Sugar 1kg,Groceries,60.08,3,USA,180.24
O00689,2025-01-20,C186,P005,Smartwatch,Electronics,7288.11,3,India,21864.329999999998
O00689,2025-01-20,C186,P007,Jeans,Fashion,1583.12,3,Australia,4749.36
O00689,2025-01-20,C186,P003,Headphones,Electronics,2622.15,3,Canada,7866.450000000001
O00689,2025-01-20,C186,P010,Formal Shirt,Fashion,1144.97,3,Australia,3434.91
O00690,2025-02-06,C146,P009,Jacket,Fashion,3217.81,3,Australia,9653.43
O00690,2025-02-06,C146,P001,Smartphone,Electronics,19421.2,3,India,58263.600000000006
O00690,2025-02-06,C146,P003,Headphones,Electronics,2580.58,1,Australia,2580.58
O00690,2025-02-06,C146,P011,Rice 5kg,Groceries,354.07,1,Australia,354.07
O00690,2025-02-06,C146,P022,Football,Sports,917.37,1,USA,917.37
O00691,2025-03-09,C043,P014,Sugar 1kg,Groceries,57.8,3,India,173.39999999999998
O00691,2025-03-09,C043,P025,Badminton Racket,Sports,786.53,2,UK,1573.06
O00691,2025-03-09,C043,P023,Yoga Mat,Sports,739.83,1,Canada,739.83
O00691,2025-03-09,C043,P002,Laptop,Electronics,59629.34,3,USA,178888.02
O00692,2025-11-07,C128,P021,Cricket Bat,Sports,1557.8,2,UK,3115.6
O00693,2025-05-21,C088,P010,Formal Shirt,Fashion,1230.37,1,UK,1230.37
O00693,2025-05-21,C088,P012,Wheat Flour 5kg,Groceries,334.26,1,Australia,334.26
O00693,2025-05-21,C088,P015,Tea 500g,Groceries,230.66,1,UK,230.66
O00694,2025-11-07,C162,P017,Pressure Cooker,Home & Kitchen,2199.33,1,USA,2199.33
O00694,2025-11-07,C162,P006,T-Shirt,Fashion,738.86,2,India,1477.72
O00694,2025-11-07,C162,P009,Jacket,Fashion,3074.17,3,India,9222.51
O00694,2025-11-07,C162,P010,Formal Shirt,Fashion,1170.8,3,India,3512.3999999999996
O00695,2025-04-25,C140,P023,Yoga Mat,Sports,742.9,2,USA,1485.8
O00695,2025-04-25,C140,P012,Wheat Flour 5kg,Groceries,330.44,3,UK,991.3199999999999
O00695,2025-04-25,C140,P020,Water Bottle,Home & Kitchen,256.92,2,USA,513.84
O00696,2025-11-26,C040,P015,Tea 500g,Groceries,240.72,3,UK,722.16
O00697,2025-02-27,C094,P004,Bluetooth Speaker,Electronics,3743.85,3,Australia,11231.55
O00697,2025-02-27,C094,P023,Yoga Mat,Sports,740.77,1,UK,740.77
O00697,2025-02-27,C094,P024,Dumbbells 5kg,Sports,1156.48,3,Australia,3469.44
O00697,2025-02-27,C094,P007,Jeans,Fashion,1449.4,3,Canada,4348.200000000001
O00698,2025-07-08,C100,P022,Football,Sports,907.05,3,Canada,2721.1499999999996
O00699,2025-12-27,C153,P016,Mixer Grinder,Home & Kitchen,3157.5,1,India,3157.5
O00699,2025-12-27,C153,P004,Bluetooth Speaker,Electronics,3803.78,3,UK,11411.34
O00699,2025-12-27,C153,P011,Rice 5kg,Groceries,355.86,2,India,711.72
O00700,2025-04-10,C190,P008,Sneakers,Fashion,2425.13,2,India,4850.26
O00700,2025-04-10,C190,P010,Formal Shirt,Fashion,1234.08,2,Australia,2468.16
O00700,2025-04-10,C190,P013,Cooking Oil 1L,Groceries,173.77,3,Australia,521.3100000000001
O00700,2025-04-10,C190,P007,Jeans,Fashion,1521.97,1,UK,1521.97
O00701,2025-03-27,C017,P024,Dumbbells 5kg,Sports,1273.81,3,USA,3821.43
O00701,2025-03-27,C017,P010,Formal Shirt,Fashion,1257.15,2,India,2514.3
O00701,2025-03-27,C017,P020,Water Bottle,Home & Kitchen,243.19,3,Canada,729.5699999999999
O00701,2025-03-27,C017,P003,Headphones,Electronics,2706.23,2,India,5412.46
O00701,2025-03-27,C017,P009,Jacket,Fashion,2889.96,1,Canada,2889.96
O00702,2025-05-26,C136,P017,Pressure Cooker,Home & Kitchen,2279.51,1,Canada,2279.51
O00703,2025-02-12,C126,P006,T-Shirt,Fashion,699.87,1,India,699.87
O00704,2025-01-01,C128,P021,Cricket Bat,Sports,1603.6,1,Australia,1603.6
O00704,2025-01-01,C128,P024,Dumbbells 5kg,Sports,1315.7,3,USA,3947.1000000000004
O00704,2025-01-01,C128,P006,T-Shirt,Fashion,710.04,3,Canada,2130.12
O00704,2025-01-01,C128,P018,Dinner Set,Home & Kitchen,2903.33,1,USA,2903.33
O00704,2025-01-01,C128,P012,Wheat Flour 5kg,Groceries,339.06,2,USA,678.12
O00705,2025-03-29,C196,P007,Jeans,Fashion,1566.71,3,USA,4700.13
O00705,2025-03-29,C196,P018,Dinner Set,Home & Kitchen,3011.42,3,USA,9034.26
O00705,2025-03-29,C196,P005,Smartwatch,Electronics,7421.03,1,India,7421.03
O00706,2025-01-22,C086,P005,Smartwatch,Electronics,7189.06,3,Australia,21567.18
O00706,2025-01-22,C086,P013,Cooking Oil 1L,Groceries,163.16,3,India,489.48
O00707,2025-08-26,C022,P021,Cricket Bat,Sports,1537.4,1,Canada,1537.4
O00707,2025-08-26,C022,P015,Tea 500g,Groceries,216.22,2,USA,432.44
O00707,2025-08-26,C022,P004,Bluetooth Speaker,Electronics,3342.76,3,USA,10028.28
O00707,2025-08-26,C022,P005,Smartwatch,Electronics,7363.11,3,India,22089.329999999998
O00707,2025-08-26,C022,P018,Dinner Set,Home & Kitchen,2660.12,2,Canada,5320.24
O00708,2025-08-31,C032,P005,Smartwatch,Electronics,7386.74,3,Australia,22160.22
O00709,2025-09-11,C104,P019,Bedsheet,Home & Kitchen,898.35,3,Australia,2695.05
O00709,2025-09-11,C104,P005,Smartwatch,Electronics,7343.03,1,USA,7343.03
O00709,2025-09-11,C104,P024,Dumbbells 5kg,Sports,1217.39,3,India,3652.17
O00709,2025-09-11,C104,P010,Formal Shirt,Fashion,1144.08,2,Australia,2288.16
O00709,2025-09-11,C104,P002,Laptop,Electronics,58935.67,2,Australia,117871.34
O00710,2025-10-21,C023,P006,T-Shirt,Fashion,694.52,3,USA,2083.56
O00710,2025-10-21,C023,P019,Bedsheet,Home & Kitchen,863.66,2,UK,1727.32
O00710,2025-10-21,C023,P023,Yoga Mat,Sports,709.05,1,USA,709.05
O00710,2025-10-21,C023,P009,Jacket,Fashion,2896.92,3,Australia,8690.76
O00710,2025-10-21,C023,P007,Jeans,Fashion,1449.2,1,USA,1449.2
O00711,2025-09-09,C160,P022,Football,Sports,984.91,1,Canada,984.91
O00711,2025-09-09,C160,P018,Dinner Set,Home & Kitchen,2915.24,3,India,8745.72
O00711,2025-09-09,C160,P014,Sugar 1kg,Groceries,60.06,2,Australia,120.12
O00712,2025-08-17,C078,P009,Jacket,Fashion,3146.14,2,USA,6292.28
O00712,2025-08-17,C078,P019,Bedsheet,Home & Kitchen,867.52,3,India,2602.56
O00712,2025-08-17,C078,P002,Laptop,Electronics,57566.94,3,USA,172700.82
O00712,2025-08-17,C078,P021,Cricket Bat,Sports,1447.33,1,UK,1447.33
O00712,2025-08-17,C078,P023,Yoga Mat,Sports,687.62,3,USA,2062.86
O00713,2025-03-31,C126,P015,Tea 500g,Groceries,220.28,1,UK,220.28
O00713,2025-03-31,C126,P023,Yoga Mat,Sports,695.14,2,USA,1390.28
O00713,2025-03-31,C126,P021,Cricket Bat,Sports,1431.51,1,Canada,1431.51
O00713,2025-03-31,C126,P017,Pressure Cooker,Home & Kitchen,2296.18,3,UK,6888.539999999999
O00713,2025-03-31,C126,P007,Jeans,Fashion,1511.34,3,UK,4534.0199999999995
O00714,2025-06-08,C115,P022,Football,Sports,910.69,1,Canada,910.69
O00714,2025-06-08,C115,P011,Rice 5kg,Groceries,359.63,3,Canada,1078.8899999999999
O00715,2025-08-17,C155,P008,Sneakers,Fashion,2734.44,3,Canada,8203.32
O00715,2025-08-17,C155,P015,Tea 500g,Groceries,218.79,3,Australia,656.37
O00716,2025-10-14,C040,P012,Wheat Flour 5kg,Groceries,338.31,1,UK,338.31
O00717,2025-02-27,C171,P004,Bluetooth Speaker,Electronics,3414.36,2,Canada,6828.72
O00718,2025-07-15,C183,P016,Mixer Grinder,Home & Kitchen,3214.88,2,India,6429.76
O00718,2025-07-15,C183,P004,Bluetooth Speaker,Electronics,3541.85,1,India,3541.85
O00718,2025-07-15,C183,P020,Water Bottle,Home & Kitchen,259.93,2,USA,519.86
O00718,2025-07-15,C183,P021,Cricket Bat,Sports,1466.93,1,USA,1466.93
O00719,2025-05-05,C036,P017,Pressure Cooker,Home & Kitchen,2292.18,1,India,2292.18
O00719,2025-05-05,C036,P019,Bedsheet,Home & Kitchen,874.26,3,Canada,2622.7799999999997
O00719,2025-05-05,C036,P013,Cooking Oil 1L,Groceries,169.19,2,USA,338.38
O00719,2025-05-05,C036,P018,Dinner Set,Home & Kitchen,3033.46,3,Australia,9100.380000000001
O00720,2025-05-11,C151,P024,Dumbbells 5kg,Sports,1298.75,3,UK,3896.25
O00721,2025-02-18,C007,P010,Formal Shirt,Fashion,1269.76,2,USA,2539.52
O00721,2025-02-18,C007,P004,Bluetooth Speaker,Electronics,3652.81,3,Canada,10958.43
O00721,2025-02-18,C007,P006,T-Shirt,Fashion,697.86,3,USA,2093.58
O00721,2025-02-18,C007,P022,Football,Sports,975.94,1,Australia,975.94
O00722,2025-05-29,C014,P012,Wheat Flour 5kg,Groceries,315.66,2,India,631.32
O00723,2025-07-28,C103,P021,Cricket Bat,Sports,1476.72,1,India,1476.72
O00723,2025-07-28,C103,P014,Sugar 1kg,Groceries,54.91,1,USA,54.91
O00724,2025-07-02,C192,P017,Pressure Cooker,Home & Kitchen,2139.62,1,Canada,2139.62
O00724,2025-07-02,C192,P008,Sneakers,Fashion,2700.74,2,Canada,5401.48
O00724,2025-07-02,C192,P007,Jeans,Fashion,1525.12,2,Australia,3050.24
O00724,2025-07-02,C192,P010,Formal Shirt,Fashion,1197.57,2,Canada,2395.14
O00724,2025-07-02,C192,P006,T-Shirt,Fashion,747.76,3,India,2243.2799999999997
O00725,2025-12-28,C135,P018,Dinner Set,Home & Kitchen,2721.94,1,Canada,2721.94
O00726,2025-04-17,C066,P008,Sneakers,Fashion,2426.74,3,Canada,7280.219999999999
O00726,2025-04-17,C066,P013,Cooking Oil 1L,Groceries,160.73,2,India,321.46
O00726,2025-04-17,C066,P015,Tea 500g,Groceries,214.63,3,Australia,643.89
O00726,2025-04-17,C066,P011,Rice 5kg,Groceries,350.84,1,Canada,350.84
O00726,2025-04-17,C066,P024,Dumbbells 5kg,Sports,1230.69,1,USA,1230.69
O00727,2025-10-11,C168,P021,Cricket Bat,Sports,1578.47,2,Canada,3156.94
O00727,2025-10-11,C168,P019,Bedsheet,Home & Kitchen,893.08,2,India,1786.16
O00727,2025-10-11,C168,P017,Pressure Cooker,Home & Kitchen,2221.75,1,USA,2221.75
O00727,2025-10-11,C168,P013,Cooking Oil 1L,Groceries,161.73,1,India,161.73
O00728,2025-11-15,C194,P016,Mixer Grinder,Home & Kitchen,3425.81,3,USA,10277.43
O00728,2025-11-15,C194,P019,Bedsheet,Home & Kitchen,930.69,1,India,930.69
O00728,2025-11-15,C194,P006,T-Shirt,Fashion,686.9,1,Australia,686.9
O00729,2025-09-16,C111,P017,Pressure Cooker,Home & Kitchen,2225.16,1,India,2225.16
O00729,2025-09-16,C111,P016,Mixer Grinder,Home & Kitchen,3145.49,2,UK,6290.98
O00729,2025-09-16,C111,P019,Bedsheet,Home & Kitchen,954.62,3,Canada,2863.86
O00729,2025-09-16,C111,P003,Headphones,Electronics,2569.38,1,UK,2569.38
O00730,2025-09-05,C049,P023,Yoga Mat,Sports,678.93,2,Australia,1357.86
O00730,2025-09-05,C049,P001,Smartphone,Electronics,18858.99,1,Australia,18858.99
O00730,2025-09-05,C049,P006,T-Shirt,Fashion,734.31,3,UK,2202.93
O00731,2025-08-16,C043,P013,Cooking Oil 1L,Groceries,158.54,2,USA,317.08
O00731,2025-08-16,C043,P003,Headphones,Electronics,2505.53,2,Canada,5011.06
O00732,2025-01-24,C088,P013,Cooking Oil 1L,Groceries,155.73,2,UK,311.46
O00732,2025-01-24,C088,P018,Dinner Set,Home & Kitchen,2987.45,3,Canada,8962.349999999999
O00732,2025-01-24,C088,P007,Jeans,Fashion,1574.29,1,Australia,1574.29
O00732,2025-01-24,C088,P004,Bluetooth Speaker,Electronics,3678.26,3,UK,11034.78
O00732,2025-01-24,C088,P009,Jacket,Fashion,3064.3,1,UK,3064.3
O00733,2025-07-03,C067,P018,Dinner Set,Home & Kitchen,2943.17,1,Australia,2943.17
O00733,2025-07-03,C067,P015,Tea 500g,Groceries,233.06,3,India,699.1800000000001
O00733,2025-07-03,C067,P014,Sugar 1kg,Groceries,59.77,3,UK,179.31
O00734,2025-04-27,C076,P009,Jacket,Fashion,3238.36,3,Australia,9715.08
O00735,2025-02-17,C136,P025,Badminton Racket,Sports,762.23,2,India,1524.46
O00735,2025-02-17,C136,P015,Tea 500g,Groceries,236.88,2,India,473.76
O00735,2025-02-17,C136,P018,Dinner Set,Home & Kitchen,2918.91,1,India,2918.91
O00735,2025-02-17,C136,P013,Cooking Oil 1L,Groceries,164.07,2,Canada,328.14
O00736,2025-06-08,C099,P011,Rice 5kg,Groceries,376.03,3,Australia,1128.09
O00736,2025-06-08,C099,P009,Jacket,Fashion,3080.33,2,Canada,6160.66
O00736,2025-06-08,C099,P001,Smartphone,Electronics,18335.14,2,Australia,36670.28
O00737,2025-12-31,C124,P012,Wheat Flour 5kg,Groceries,322.86,3,UK,968.58
O00737,2025-12-31,C124,P022,Football,Sports,926.35,1,Canada,926.35
O00737,2025-12-31,C124,P014,Sugar 1kg,Groceries,58.12,1,India,58.12
O00737,2025-12-31,C124,P013,Cooking Oil 1L,Groceries,161.57,1,Canada,161.57
O00738,2025-10-14,C053,P024,Dumbbells 5kg,Sports,1193.24,1,USA,1193.24
O00738,2025-10-14,C053,P012,Wheat Flour 5kg,Groceries,324.9,2,USA,649.8
O00738,2025-10-14,C053,P011,Rice 5kg,Groceries,335.45,1,USA,335.45
O00738,2025-10-14,C053,P008,Sneakers,Fashion,2685.25,3,India,8055.75
O00739,2025-06-08,C184,P007,Jeans,Fashion,1561.54,2,UK,3123.08
O00739,2025-06-08,C184,P012,Wheat Flour 5kg,Groceries,339.95,1,UK,339.95
O00740,2025-01-27,C051,P020,Water Bottle,Home & Kitchen,242.22,3,USA,726.66
O00740,2025-01-27,C051,P025,Badminton Racket,Sports,803.37,2,Australia,1606.74
O00740,2025-01-27,C051,P022,Football,Sports,855.14,2,Canada,1710.28
O00740,2025-01-27,C051,P003,Headphones,Electronics,2566.4,1,Canada,2566.4
O00740,2025-01-27,C051,P010,Formal Shirt,Fashion,1261.04,2,UK,2522.08
O00741,2025-02-22,C130,P018,Dinner Set,Home & Kitchen,2678.55,3,USA,8035.650000000001
O00741,2025-02-22,C130,P023,Yoga Mat,Sports,672.45,1,UK,672.45
O00741,2025-02-22,C130,P004,Bluetooth Speaker,Electronics,3485.65,1,USA,3485.65
